probability,t_id
0.522467424561,981
0.516388998491,12608
0.517759973077,5256
0.521615713812,10149
0.488625419777,6444
0.529195062995,6215
0.553269980118,6156
0.488502842565,11413
0.554137760736,4087
0.521881885133,7471
0.4714871277,3990
0.493947180131,8121
0.537818027101,724
0.516569744429,8840
0.497567279771,12226
0.510348960149,12365
0.470954979952,1682
0.464890719681,7432
0.503859861608,1157
0.516982009602,7621
0.565144804726,11483
0.48983026481,5651
0.488941302931,12841
0.537061697905,1585
0.526060375906,11840
0.485098195117,7440
0.514234214459,8237
0.511127388995,6060
0.523395018266,9699
0.457523831552,6166
0.508721415699,3122
0.472808570098,5093
0.512154631054,5858
0.489782576054,12798
0.507133377762,8480
0.524968582785,6152
0.511743003229,10084
0.548388321861,3378
0.521776876107,11397
0.505654204108,8828
0.497830819446,7378
0.515859472674,2472
0.514397630987,5755
0.441088478322,2459
0.497813578016,13201
0.52355033726,6315
0.497228769565,11274
0.438636593668,9611
0.531163864495,10476
0.506504348203,2686
0.497588233579,5748
0.542974653467,12941
0.468486441669,6153
0.424771502951,1461
0.458030928939,9527
0.539547690697,2277
0.51209840322,3370
0.525986306487,8878
0.496629344599,12772
0.522339348051,10361
0.541880793474,10801
0.519842415898,8536
0.504637070097,8392
0.536022503457,1668
0.551798751485,8944
0.528065193284,4074
0.47103522238,6665
0.511266338043,6443
0.54107889207,1128
0.457906676593,3439
0.522434581456,8620
0.51543410293,11462
0.514673885469,11125
0.536837136063,11341
0.457083889084,12951
0.518384176065,4862
0.560927313581,200
0.512545873707,1787
0.494192512331,5578
0.493912799525,9999
0.492379966136,2651
0.464544610723,829
0.507566934142,1470
0.461747029055,4426
0.525786641185,7846
0.541782249892,11148
0.522918459329,11714
0.428553257117,4401
0.497790706365,11993
0.537302946917,13055
0.530957339161,8158
0.550236452823,1971
0.538214099225,9930
0.414196412169,6750
0.443975035533,5284
0.549902389933,2179
0.490090933961,9884
0.440221140128,8325
0.52610566052,3100
0.555006497064,11752
0.523779294463,8068
0.496047586341,13014
0.532916506177,9827
0.493126558975,2692
0.509934007902,5579
0.528203159893,5170
0.547823035802,164
0.494283564205,11749
0.489864961759,3401
0.509844806039,4504
0.513443066014,3503
0.520410373648,13070
0.516287700104,8629
0.55304921185,8548
0.38780446483,4659
0.517272388499,539
0.517080312366,294
0.490028389761,8363
0.530732915884,7335
0.467738480455,10227
0.518504979669,4776
0.533186115597,9028
0.486406452416,1448
0.495347502254,9116
0.446277181609,7593
0.510771932645,6729
0.530092441483,5229
0.423831935638,4755
0.425019365505,7426
0.455707971401,333
0.531445825733,4201
0.515973340054,3097
0.531364714723,5981
0.553386026875,7091
0.529480811125,5420
0.538794613299,4129
0.527173854743,3513
0.518709524119,11876
0.519011182625,792
0.554417335857,10806
0.432327131489,9272
0.515877020863,6615
0.523237530146,4458
0.518731744049,11516
0.383308648421,7306
0.46805909852,10722
0.493594104096,7329
0.462763800958,1575
0.536458920908,5437
0.561065680759,13243
0.446788111783,729
0.460859098152,8539
0.550449635703,1894
0.481959453313,6671
0.488724681022,6508
0.474669388186,4984
0.512784963176,8247
0.524036524454,2265
0.471163810206,5294
0.456986756872,2266
0.438946332563,674
0.541083200692,8919
0.527256058889,10807
0.514802438874,6100
0.507843950291,10934
0.50688629024,148
0.513699770494,85
0.503914253482,2913
0.51988990595,5414
0.461634843705,2012
0.512841323774,8523
0.528216390758,13027
0.457962291037,12383
0.39919497827,12188
0.48380490363,9007
0.470584251713,11731
0.472016720255,10843
0.521943273105,3834
0.487414159399,3803
0.522435707123,3000
0.510122704135,8202
0.511933128107,12796
0.550865898076,6612
0.55125505267,4924
0.541279690601,12667
0.522166924251,6496
0.514603364144,11721
0.523593997425,11244
0.526547971828,221
0.532656504004,6654
0.51403947798,3822
0.536282575353,12952
0.512222714825,4547
0.522627114337,1631
0.520924977116,10723
0.548034740362,2289
0.526624652797,352
0.493568928535,7550
0.495264475291,657
0.493085625979,12470
0.48631434939,1337
0.530549588254,7317
0.518249855763,5079
0.526030888693,6386
0.481186039961,9558
0.559759855341,6653
0.537542438716,7615
0.494712245219,1645
0.51319624793,498
0.526212812902,4510
0.5179196858,5593
0.526077575222,9769
0.507826376382,8095
0.537031116675,8675
0.509562343999,12030
0.448023655685,1951
0.520440495307,12606
0.496466631359,9117
0.45226939351,12085
0.561035241876,10728
0.504329703908,11138
0.524165583325,2335
0.504422628787,1656
0.512285217921,8633
0.475252118161,6870
0.533001856087,12322
0.537783068407,7773
0.517088620208,2354
0.474724823713,10100
0.441739605511,2709
0.537200340194,11463
0.530688436812,2158
0.532608384168,4128
0.513549884908,3442
0.534002128051,8074
0.504017751168,1993
0.517667481084,5681
0.514336531568,8278
0.540954825064,3212
0.515647721339,7196
0.525209556687,10505
0.537618568326,242
0.493764868093,9417
0.511702320632,3790
0.457151879046,2847
0.547034672904,12892
0.506895667261,11381
0.451769011038,2
0.510333179894,4746
0.48647254761,8987
0.533904792342,102
0.517815289334,1582
0.492904795035,1323
0.471640890077,3787
0.456195121118,7527
0.50743725709,9056
0.537344389161,7624
0.494102955923,1214
0.504059022326,713
0.495668269347,4161
0.503895658374,2343
0.541345326096,1566
0.507216468776,12908
0.52598674311,9141
0.512847918279,9197
0.494391014645,11385
0.463128400582,3968
0.446513949013,6636
0.514913612285,7053
0.401620358072,12603
0.488384042114,3608
0.513043563433,3863
0.47143119036,11992
0.522100581607,12680
0.504420733891,8597
0.517967709185,10062
0.512727171914,9886
0.515692890335,4594
0.52393775847,7120
0.451268319785,4696
0.471821926409,11751
0.537435973358,6121
0.443025620155,5812
0.501952824503,6745
0.481454284916,8737
0.506666813943,7420
0.47924957201,12416
0.387188730187,4494
0.523103353441,4749
0.508499510421,5206
0.508414310421,10101
0.53707492877,4489
0.550470730847,12239
0.46812428579,298
0.455007298633,4220
0.518740870798,8414
0.528510477241,11797
0.494603725472,10535
0.534552007437,4864
0.545348874885,1309
0.508681897982,13069
0.513124875168,11702
0.521037039157,6879
0.511571888596,3385
0.488858984048,11251
0.522758800063,10495
0.525488207748,6339
0.526300916708,3913
0.51029394485,3412
0.520052180547,6004
0.469307582662,10869
0.527367935589,4844
0.561429109443,5355
0.488533222189,4597
0.486284078701,7350
0.493455109153,2804
0.430714819104,1265
0.497650848511,2579
0.508471563688,11096
0.517606337791,5484
0.5015163819,3213
0.491601239233,2912
0.479787122525,9759
0.547936233092,12370
0.53630635581,11135
0.501599059554,9139
0.538561151281,7690
0.494900138811,7605
0.579338962377,3985
0.541447497078,2598
0.540997478962,3614
0.517024774456,4168
0.495672420368,2469
0.516101204203,1131
0.497861116863,2431
0.508672830492,508
0.535965582798,13090
0.526723515622,3327
0.523998446726,2961
0.507669083057,1605
0.51294568973,8379
0.519707161953,8163
0.488718821455,2800
0.518294391193,11964
0.521488167554,9356
0.52310768578,5175
0.520244322622,1328
0.524044938332,11568
0.486433367163,11835
0.524626224536,131
0.507771092526,1837
0.518216350422,1114
0.518751919172,9970
0.454014278439,5532
0.550290313707,224
0.507505260416,2604
0.517560221787,7280
0.479080576826,1340
0.538053416547,7566
0.555540872186,3754
0.47426083148,4070
0.484200329704,7637
0.494977150368,1586
0.50865103382,3256
0.392885037995,4534
0.494645333139,5111
0.447404993149,4850
0.395404932786,5640
0.518604500769,10687
0.513697173189,8385
0.527467779713,6007
0.529489786825,11204
0.520941875474,9564
0.530900992808,10304
0.540808066956,4130
0.456092575545,13194
0.518061238835,2123
0.516563704184,2940
0.527754672676,2380
0.639554806364,4312
0.455508772351,11098
0.464238205081,1634
0.506482164585,9367
0.492420084892,12055
0.513118350303,9547
0.509793190686,7412
0.461299783121,4410
0.493871945833,2217
0.433647344077,2671
0.522766421763,246
0.494467628792,9364
0.533604404749,13284
0.51711302641,5059
0.526547472165,1961
0.512215714208,6079
0.474223021298,12453
0.525364573583,7782
0.537470808871,9021
0.572631332211,8357
0.515324434568,9458
0.793678438633,6235
0.517886351555,11104
0.530617530302,2976
0.486531279069,12256
0.458097363294,6973
0.515458910368,11703
0.525131395377,4084
0.541969562495,8929
0.534376446498,10278
0.523309309019,12529
0.490089902984,9427
0.526102198414,4969
0.535738634839,9378
0.504896669939,2449
0.579242043244,2968
0.490634524721,3940
0.510428222157,1443
0.533700112228,5849
0.537123259795,6154
0.526788550962,3040
0.52105069434,6157
0.529405150668,8176
0.534996143039,1204
0.512505376451,369
0.515490901077,6705
0.524972946004,1436
0.479134009661,530
0.528307358535,11810
0.528133747089,3194
0.497164089651,10475
0.539493966358,2730
0.518389339905,217
0.52026481875,4263
0.518312668519,7601
0.528380443754,9784
0.504362228876,12425
0.51245834887,10351
0.474551543865,4586
0.541184610006,4257
0.512122999683,9874
0.489044053011,6895
0.519918753796,7520
0.492981426618,8735
0.494426654691,1372
0.515144030793,10611
0.484035392871,8455
0.496318669418,1492
0.490952722248,313
0.497309399949,4997
0.52378328208,1107
0.538339649214,3988
0.513068027133,2393
0.446790115615,10847
0.491267114183,9579
0.536013253528,61
0.464935564771,11769
0.488024099407,747
0.523889025865,7705
0.494088769478,3587
0.515305363971,12752
0.479782221311,6071
0.531306744802,12698
0.524999919881,5519
0.461117007604,11729
0.475038028496,13034
0.528929607367,3318
0.473019741454,255
0.48593999085,5823
0.527889482177,10076
0.5426708392,5465
0.48888966564,1750
0.512601087712,9300
0.533910622279,7040
0.511290723317,1547
0.531085199741,8889
0.472015796195,2070
0.497536496807,9978
0.448171916822,12082
0.53641765064,12652
0.550434080882,6751
0.529934737552,5629
0.514805465906,13197
0.52230360192,9616
0.393484098962,12019
0.450898181108,4051
0.519689501047,7002
0.396837682369,276
0.439454777269,1267
0.533011772113,6536
0.527960827329,7918
0.450637261557,10494
0.555073067083,8440
0.527756003729,9406
0.462769729367,10307
0.509997873701,9706
0.468063776943,5051
0.495718034689,9386
0.527124166816,8184
0.531781439567,10267
0.512222814178,1640
0.531702009364,7201
0.448321032298,9601
0.533310348777,11525
0.534285310526,10102
0.488387870281,4184
0.469201134708,11108
0.527743208606,2615
0.52219165832,2002
0.537757237343,2946
0.510156685311,127
0.444178735228,1195
0.48586216896,1798
0.51297528852,549
0.469446702935,8080
0.563990925085,11479
0.520656612762,1958
0.497232025145,6460
0.487130394375,13081
0.534007765965,11095
0.523662785365,8521
0.497554727357,12538
0.53803882588,3914
0.475074586801,9087
0.47989498677,9194
0.520208465715,12566
0.496029853821,567
0.538716011586,11076
0.549859769446,11665
0.526288305164,2869
0.520249505628,6982
0.535926240838,9946
0.521665306167,2722
0.496944536948,3470
0.461337407962,6343
0.512537037453,9246
0.527844534833,6462
0.457038107579,707
0.517521371927,6359
0.51624351909,8799
0.512285927012,8785
0.469988787636,9045
0.550360322004,9844
0.513426483998,2325
0.48236736687,5365
0.51829478306,11915
0.464172343013,12437
0.487175226101,5831
0.514745590625,12648
0.53381811226,70
0.533553363703,170
0.508877133242,8948
0.50374986644,3198
0.497469662141,6766
0.489391750987,7930
0.494619488581,10737
0.468006913651,11821
0.516278408061,1251
0.517477055248,3502
0.508989855578,30
0.38434391451,3518
0.535159635092,6304
0.432951452995,11481
0.512918142427,11705
0.518029032018,10262
0.496265856656,3269
0.512064863587,770
0.522395090468,3771
0.51257489441,5415
0.398829974814,12703
0.517430233054,4478
0.504694027068,11571
0.525041130889,2360
0.512828333727,5556
0.472939854453,7046
0.501721075378,7849
0.509730744829,8893
0.501895363958,10068
0.515882950152,2559
0.55015911446,8661
0.521983249512,12092
0.524193899857,219
0.440823617049,9110
0.493916388722,1751
0.533096437899,2359
0.51238719486,12388
0.57322237381,2433
0.522673205554,5697
0.524646011575,1835
0.485401881283,6453
0.539523936089,8510
0.524183821438,5584
0.496945203925,2749
0.493785787479,6296
0.492033625943,8570
0.388620542345,3568
0.450355434973,5592
0.477506076033,894
0.489257640993,4829
0.537749680704,6570
0.528140070007,4339
0.516728335268,2364
0.56081884641,5174
0.524952064691,5137
0.533542036437,3892
0.51319720162,11766
0.533495663349,9869
0.493491627365,866
0.516128833016,11236
0.489338254102,11627
0.520601425487,1554
0.512540674436,10655
0.43326444936,363
0.551539175471,13203
0.531094743066,6250
0.533109293162,2791
0.48477962867,4651
0.529882890963,7508
0.538521186219,2795
0.523790805308,1956
0.536028656419,1609
0.526902504118,12579
0.493674509926,9645
0.550223333794,5029
0.473855030691,13017
0.51677438533,7259
0.496049887349,9217
0.555703655149,8544
0.525960182908,12015
0.524044846542,7212
0.488693026702,8439
0.490546763857,4783
0.510114867465,6689
0.517874915095,4376
0.463444472696,3494
0.53343321081,10089
0.524073549141,439
0.524525219314,12172
0.521131829257,536
0.528741624886,7538
0.526969231868,4648
0.549689547224,361
0.508328195063,11826
0.531397230942,6542
0.486080922803,12070
0.508061237286,253
0.547688588538,6851
0.464637715224,1949
0.524566261247,1122
0.519710872441,12619
0.535423493398,10377
0.532343304142,1180
0.508281613687,427
0.516604537829,3748
0.507432940646,6713
0.536786613846,1329
0.471951331251,2061
0.527745601404,3926
0.50732962017,946
0.455841999188,6756
0.529015533603,11015
0.506407662326,3543
0.471370914639,5171
0.437783533709,12742
0.472873380005,9796
0.548251792341,12881
0.527646258082,1699
0.463811759005,9742
0.471273555983,8502
0.530855352639,10996
0.528627932596,9122
0.484061539268,13039
0.53598599672,490
0.433321059479,9927
0.496221861112,4919
0.471690112632,5913
0.523549502088,9284
0.520668361525,3265
0.510930341925,6258
0.451365978519,4418
0.388143393632,3193
0.516211944076,9393
0.480219938295,9208
0.525055747404,2038
0.508296497749,10045
0.527521966523,9062
0.45658789643,1816
0.541297777666,6297
0.520835241921,10250
0.491211163013,3699
0.479527202559,4692
0.467457410748,12430
0.429355333397,3596
0.539877959132,5698
0.523212388159,715
0.472858345903,8336
0.43650557849,9119
0.467700545073,4213
0.529075654365,8267
0.489311470357,9666
0.549647890891,9575
0.485885964672,7820
0.521678966091,2391
0.51756287343,7343
0.539189289309,12210
0.4553216519,10658
0.524465410856,7307
0.51627530151,886
0.490819338491,11795
0.474007805967,1342
0.513530828768,11390
0.51664520416,13144
0.496520060413,4264
0.504261817126,11871
0.493476687954,4133
0.543326168975,2421
0.520115111822,1457
0.517431209692,9862
0.504045814408,8277
0.500318504351,644
0.508337098139,6807
0.437834305318,12364
0.512260406489,9396
0.513867096215,8168
0.507241890827,1720
0.508007135584,9036
0.469802733462,12891
0.490629069376,973
0.525191959702,3838
0.514047568833,3239
0.526370862845,11645
0.517056716369,3776
0.523669685361,9421
0.446817728859,92
0.508509671927,302
0.55115688381,6537
0.515343254595,11266
0.484733256592,406
0.573790841064,11023
0.492744163042,1706
0.517974718246,1058
0.48872089501,3161
0.508025139561,5497
0.528540750831,3136
0.53746388756,9890
0.5200688773,3283
0.513908141049,7612
0.516777095352,9891
0.528436752914,7321
0.444758706644,3869
0.536040402281,987
0.497220543049,4153
0.524924497342,1508
0.527345735706,3510
0.46241022412,11444
0.527466580543,2778
0.522042895499,4345
0.549483157554,8418
0.537023626859,5177
0.485744781438,12420
0.551141943389,5607
0.5116575319,970
0.512682627781,8085
0.431176352727,6998
0.501647120696,1626
0.469243699717,2715
0.510443539061,4799
0.451286761395,10651
0.512554252153,7940
0.488060366336,2022
0.463431258096,4499
0.464050139512,577
0.526640478066,10909
0.488779573011,8491
0.539906890065,1089
0.518293664957,9871
0.534249341783,8016
0.477820528652,4347
0.486350036341,6484
0.505073508475,3830
0.496173113382,1313
0.503644671114,5732
0.512954860353,4764
0.48973787621,12162
0.530719616177,12711
0.577641774907,5030
0.5343092037,9072
0.528061045916,1182
0.531219378577,11935
0.479080849165,3375
0.513132181406,1368
0.521416035145,6280
0.439127503678,12204
0.501731642561,2026
0.496266890662,2501
0.387797525492,6883
0.506941126752,8045
0.49653901417,9966
0.430883425321,1650
0.439808330149,7898
0.51790711233,8446
0.509788645027,11398
0.547106893321,846
0.51981091729,11264
0.457501129986,12624
0.526394223825,6259
0.493898842424,8384
0.468151048607,10907
0.393098105257,366
0.530456378471,11855
0.474173935418,3529
0.514810123401,5583
0.528186178448,7324
0.510247781189,6794
0.448342921639,7942
0.525241796657,815
0.526141662674,4565
0.507554066395,4137
0.470292911435,13086
0.528593597885,3337
0.508985323283,10834
0.520094202899,6491
0.470521168509,692
0.488744558839,8224
0.513723340643,12597
0.517353875111,5432
0.594502048701,9160
0.49484763861,11708
0.551805241717,2720
0.528816670943,11270
0.388038747646,12386
0.486258991149,5293
0.519896920812,9413
0.52080686719,9158
0.469688745005,7389
0.526543609748,12912
0.536820465159,13319
0.531348176582,3936
0.521099039689,1102
0.523676926926,5123
0.546896651697,606
0.491319118037,9347
0.519637990848,13157
0.541073825562,658
0.494512384994,11495
0.520843654917,7636
0.53073745196,704
0.521887415952,7476
0.507017915775,12620
0.453137707461,1594
0.559971179637,6008
0.486376448394,6535
0.511274002736,10627
0.47956356695,10406
0.537565227151,5994
0.426232756299,386
0.454951817963,12760
0.532854634627,5724
0.472456299605,10318
0.5226177153,9686
0.509065968041,2093
0.495683026318,12763
0.538438040866,8114
0.455109845968,9760
0.512736431426,9613
0.461701858168,11746
0.475308294429,5835
0.525098440515,3577
0.450415070575,1811
0.555298176503,10016
0.482121638141,10649
0.573525652103,4590
0.495585633241,4999
0.445034318987,5216
0.53091747257,4756
0.455670824415,195
0.51473010574,2294
0.475151439875,5898
0.527977475286,4621
0.516930409633,1776
0.525937672484,3922
0.48055125208,3235
0.486321373835,4816
0.522178229631,8415
0.523773709126,9276
0.523321074047,13029
0.511437934313,506
0.507238510047,8905
0.46771240189,1490
0.470891520266,7062
0.514096520059,9831
0.46857102815,4492
0.473055830606,5458
0.44027075152,4860
0.508267970028,4034
0.52002046987,8643
0.52177756225,6327
0.531396964276,4840
0.394373164985,9026
0.502193145229,9201
0.488070704739,3309
0.510947486903,4760
0.551176146217,5711
0.514112058615,10176
0.508369122259,2466
0.451633869939,4007
0.523596684499,7437
0.468613029445,4483
0.532903213152,6582
0.481318745268,12769
0.537008464785,7586
0.53657996243,7951
0.575392551409,4933
0.397742598499,8959
0.46130946123,2857
0.575460561417,3405
0.408517844729,2133
0.508990208232,1511
0.507841102714,8175
0.508626031245,10169
0.553670486945,1223
0.528976228836,5770
0.46328524539,6241
0.517096282882,9915
0.496578377186,12274
0.525936315582,8509
0.494844910433,11791
0.517419728476,11519
0.537651610057,11600
0.528898115441,11482
0.492842253736,942
0.497012884356,3517
0.472546328066,1247
0.511187250912,8600
0.479169273224,7310
0.517123710785,12349
0.510387984886,1447
0.473563208904,1543
0.485782449143,12723
0.560611914964,467
0.463203723477,580
0.538895569726,12448
0.533460170442,8311
0.512337810793,13214
0.515971580609,1815
0.50632496595,2618
0.510417437548,1525
0.561476024307,9316
0.458093913672,3430
0.51639839856,10477
0.550835076028,8725
0.48821056053,11122
0.52093451754,6281
0.507106146802,2218
0.533087700997,5614
0.515724263743,10408
0.519579829785,6051
0.472079524439,9957
0.495171216969,4603
0.543590687178,3351
0.537547635968,11611
0.468153680203,5145
0.488099657567,4836
0.513021020479,12867
0.479502053856,7990
0.526545859061,1237
0.449044097852,10413
0.464781612262,7639
0.518841233751,6262
0.602104670826,11468
0.507780084491,2151
0.455952158769,7176
0.530453675131,12725
0.51650581647,12333
0.507731156212,8622
0.517922934698,6169
0.508967698689,9995
0.451676576414,7173
0.511608613204,3116
0.496350564556,10409
0.514052942981,858
0.469021589803,10275
0.455931025293,8285
0.470544172043,6454
0.461598852015,7137
0.48837514299,11671
0.516689660285,6832
0.526152720631,1387
0.469253185674,4608
0.531043778425,5234
0.528783214397,801
0.485005743347,8395
0.527122569977,7236
0.491901559876,11490
0.524932459212,4832
0.573483792144,12984
0.538499358156,9146
0.531455818164,12288
0.496278804719,11033
0.450061572163,13294
0.538103704628,13152
0.471369241395,5824
0.496684429621,6416
0.415041603057,11117
0.493850093813,11400
0.514600828786,3856
0.510812347694,12338
0.504188440533,13248
0.51345233599,9089
0.523672210172,705
0.45363973834,1308
0.467934439052,6399
0.508813311318,11670
0.532578592215,12439
0.496867827231,3552
0.475037359628,9640
0.527943348862,8806
0.522558493632,10352
0.528752012966,4164
